player,match_id,competition_id,season_id,minutes_played,matches_played,passes,completed_passes,key_passes,assists,shots,shots_on_target,goals,xG,xA,dribbles,dribbles_successful,tackles,tackles_won,interceptions,clearances,blocks,aerial_duels,aerial_duels_won,pressures,fouls_committed,fouls_won,cards_yellow,cards_red,saves,clean_sheets,goals_conceded
Jordan Lyden,3754041,2,27,73,1,40,0,0,0,0,0,0,0.0,0,0,0,0,0,1,5,0,0,0,10,0,1,0,0,0,0,0
Jack Wilshere,3754041,2,27,68,1,37,0,0,0,1,0,0,0.3143006,0,5,2,0,0,0,2,1,0,0,18,0,1,0,0,0,0,0
Petr Čech,3754041,2,27,87,1,14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Alberto Sánchez Moreno,3754041,2,27,90,1,55,0,0,0,1,0,0,0.021775935,0,2,2,0,0,2,3,0,0,0,27,3,1,0,0,0,0,0
Idrissa Gana Gueye,3754041,2,27,91,1,57,0,0,0,0,0,0,0.0,0,4,1,0,0,3,0,3,0,0,26,2,1,0,0,0,0,0
Jordan Ayew,3754041,2,27,90,1,39,0,0,0,0,0,0,0.0,0,12,6,0,0,0,0,0,0,0,20,1,2,0,0,0,0,0
Kevin Toner,3754041,2,27,82,1,32,0,0,0,1,0,0,0.057736423,0,0,0,0,0,0,5,1,0,0,5,0,2,0,0,0,0,0
Aly Cissokho,3754041,2,27,91,1,43,0,0,0,0,0,0,0.0,0,2,1,0,0,1,1,4,0,0,10,1,0,0,0,0,0,0
Ashley Westwood,3754041,2,27,91,1,51,0,0,0,1,1,0,0.03132043,0,0,0,0,0,0,2,2,0,0,20,0,1,0,0,0,0,0
Leandro Bacuna,3754041,2,27,91,1,46,0,0,0,0,0,0,0.0,0,1,0,0,0,1,4,2,0,0,15,1,3,0,0,0,0,0
Mark Bunn,3754041,2,27,91,1,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Joleon Lescott,3754041,2,27,64,1,18,0,0,0,0,0,0,0.0,0,0,0,0,0,2,6,2,0,0,7,0,1,0,0,0,0,0
Scott Sinclair,3754041,2,27,91,1,25,0,0,0,1,0,0,0.0873601,0,0,0,0,0,1,0,2,0,0,22,0,1,0,0,0,0,0
Micah Richards,3754041,2,27,91,1,3,0,0,0,1,1,0,0.0464408,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0
Mohamed Naser Elsayed Elneny,3754041,2,27,90,1,21,0,0,0,2,0,0,0.53051088,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
Jack Grealish,3754041,2,27,91,1,11,0,0,0,1,0,0,0.05648822,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Mikel Arteta Amatriain,3754041,2,27,91,1,9,0,0,0,1,0,0,0.37236434,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joel Nathaniel Campbell Samuels,3754041,2,27,91,1,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Craig Gardner,3754042,2,27,89,1,36,0,0,0,0,0,0,0.0,0,3,1,0,0,0,1,2,0,0,20,1,0,0,0,0,0,0
Darren Fletcher,3754042,2,27,85,1,32,0,0,0,0,0,0,0.0,0,3,1,0,0,0,2,0,0,0,15,1,1,0,0,0,0,0
Craig Dawson,3754042,2,27,91,1,41,0,0,0,1,0,0,0.2599237,0,1,0,0,0,2,3,2,0,0,9,1,1,0,0,0,0,0
Lucas Pezzini Leiva,3754042,2,27,91,1,70,0,0,0,0,0,0,0.0,0,0,0,0,0,1,10,0,0,0,12,2,1,0,0,0,0,0
Martin Škrtel,3754042,2,27,84,1,63,0,0,0,0,0,0,0.0,0,0,0,0,0,3,15,3,0,0,5,1,0,0,0,0,0,0
Jon Flanagan,3754042,2,27,90,1,81,0,1,0,0,0,0,0.0,0,0,0,0,0,1,4,2,0,0,14,2,1,0,0,0,0,0
Cameron Brannagan,3754042,2,27,91,1,96,0,0,0,1,1,0,0.08262946,0,3,1,0,0,2,1,6,0,0,36,0,0,0,0,0,0,0
Ádám Bogdán,3754042,2,27,89,1,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James McClean,3754042,2,27,85,1,22,0,0,0,3,0,0,0.0795012639999999,0,3,2,0,0,1,0,1,0,0,37,1,1,0,0,0,0,0
José Salomón Rondón Giménez,3754042,2,27,91,1,18,0,0,1,7,1,1,0.623454184,0,3,1,0,0,2,0,4,0,0,19,1,4,0,0,0,0,0
Claudio Ariel Yacob,3754042,2,27,88,1,38,0,0,0,1,0,0,0.01739929,0,1,1,0,0,1,1,0,0,0,38,1,2,0,0,0,0,0
Jonathan Leko,3754042,2,27,71,1,18,0,1,0,0,0,0,0.0,0,7,5,0,0,0,0,4,0,0,18,2,1,0,0,0,0,0
Gareth McAuley,3754042,2,27,90,1,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,1,0,0,7,1,0,0,0,0,0,0
Jonas Olsson,3754042,2,27,46,1,9,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0
Christian Benteke Liolo,3754042,2,27,92,1,25,0,0,0,2,0,0,0.1805921449999999,0,1,0,0,0,1,4,1,0,0,12,2,2,0,0,0,0,0
Joe Allen,3754042,2,27,63,1,30,0,0,0,1,0,0,0.019666217,0,3,2,0,0,1,0,2,0,0,15,0,1,0,0,0,0,0
Kevin Linford Stewart,3754042,2,27,91,1,93,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,2,0,0,17,1,1,0,0,0,0,0
Jordon Ibe,3754042,2,27,63,1,28,0,0,1,1,1,1,0.20754081,0,7,4,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0
Bradley Shaun Smith,3754042,2,27,90,1,50,0,0,0,0,0,0,0.0,0,3,1,0,0,3,3,2,0,0,21,3,2,0,0,0,0,0
Jonathan Grant Evans,3754042,2,27,90,1,39,0,0,0,0,0,0,0.0,0,1,1,0,0,3,9,2,0,0,19,3,0,0,0,0,0,0
Oluwaseyi Babajide Ojo,3754042,2,27,80,1,23,0,0,0,2,1,0,0.0349062015,0,2,0,0,0,2,1,1,0,0,24,0,2,0,0,0,0,0
Ben Foster,3754042,2,27,90,1,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Grant Chester,3754042,2,27,91,1,23,0,0,0,0,0,0,0.0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0
Jordan Brian Henderson,3754042,2,27,91,1,27,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,6,0,1,0,0,0,0,0
Daniel William John Ings,3754042,2,27,91,1,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0
Tyler Roberts,3754042,2,27,90,1,8,0,0,0,1,0,0,0.6280385,0,2,2,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0
Sergi Canós Tenes,3754042,2,27,90,1,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Sam Field,3754042,2,27,91,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bamidele Alli,3754043,2,27,80,1,31,0,1,0,2,1,0,0.174791228,0,1,0,0,0,1,0,1,0,0,38,2,0,0,0,0,0,0
Harry Kane,3754043,2,27,93,1,25,0,0,2,6,4,2,0.4429771354,0,1,0,0,0,1,1,0,0,0,19,0,1,0,0,0,0,0
Kevin Wimmer,3754043,2,27,92,1,91,0,0,0,0,0,0,0.0,0,0,0,0,0,4,6,1,0,0,5,0,0,0,0,0,0,0
Charlie Daniels,3754043,2,27,87,1,54,0,0,0,0,0,0,0.0,0,3,2,0,0,1,0,1,0,0,14,0,0,0,0,0,0,0
Joshua King,3754043,2,27,89,1,20,0,0,0,0,0,0,0.0,0,5,3,0,0,0,1,3,0,0,50,1,1,0,0,0,0,0
Hugo Lloris,3754043,2,27,92,1,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Walker,3754043,2,27,92,1,53,0,1,0,2,0,0,0.073057213,0,1,1,0,0,4,4,1,0,0,16,0,0,0,0,0,0,0
Harry Arter,3754043,2,27,46,1,16,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,17,1,2,0,0,0,0,0
Steve Cook,3754043,2,27,88,1,39,0,0,0,1,0,0,0.1066246,0,0,0,0,0,3,4,2,0,0,3,0,0,0,0,0,0,0
Simon Francis,3754043,2,27,87,1,52,0,0,0,0,0,0,0.0,0,1,1,0,0,4,9,2,0,0,16,1,0,0,0,0,0,0
Adam Smith,3754043,2,27,93,1,59,0,0,0,0,0,0,0.0,0,5,4,0,0,2,2,1,0,0,28,2,5,0,0,0,0,0
Eric Dier,3754043,2,27,89,1,74,0,0,0,2,0,0,0.038288163,0,2,1,0,0,0,3,1,0,0,16,1,0,0,0,0,0,0
Erik Lamela,3754043,2,27,65,1,30,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,2,0,0,27,1,1,0,0,0,0,0
Danny Rose,3754043,2,27,92,1,82,0,0,0,1,0,0,0.014186583,0,2,2,0,0,3,4,1,0,0,18,3,5,0,0,0,0,0
Christian Dannemann Eriksen,3754043,2,27,93,1,73,0,0,1,4,1,1,0.719983216,0,3,2,0,0,2,0,1,0,0,22,2,0,0,0,0,0,0
Mousa Sidi Yaya Dembélé,3754043,2,27,93,1,60,0,0,0,0,0,0,0.0,0,2,2,0,0,3,2,2,0,0,24,2,0,0,0,0,0,0
Toby Alderweireld,3754043,2,27,92,1,61,0,0,0,0,0,0,0.0,0,0,0,0,0,2,7,1,0,0,8,0,0,0,0,0,0,0
Artur Boruc,3754043,2,27,92,1,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benik Afobe,3754043,2,27,45,1,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0
Max-Alain Gradel,3754043,2,27,69,1,17,0,0,0,0,0,0,0.0,0,5,2,0,0,1,0,1,0,0,20,0,1,0,0,0,0,0
Andrew Surman,3754043,2,27,92,1,36,0,0,0,0,0,0,0.0,0,1,1,0,0,2,2,1,0,0,20,0,0,0,0,0,0,0
Matt Ritchie,3754043,2,27,89,1,41,0,0,0,0,0,0,0.0,0,1,0,0,0,2,2,2,0,0,25,1,1,0,0,0,0,0
Lewis Grabban,3754043,2,27,90,1,21,0,0,0,1,0,0,0.14782605,0,2,1,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0
Eunan O''Kane,3754043,2,27,93,1,17,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0
Marc Pugh,3754043,2,27,92,1,4,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0
Tom Carroll,3754043,2,27,91,1,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0
Ryan Mason,3754043,2,27,93,1,9,0,0,0,1,1,0,0.06994204,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
Nacer Chadli,3754043,2,27,92,1,3,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jamie Vardy,3754045,2,27,90,1,11,0,0,0,4,2,0,0.43724292,0,2,2,0,0,0,3,4,0,0,12,2,2,0,0,0,0,0
Danny Drinkwater,3754045,2,27,79,1,46,0,0,0,1,0,0,0.022790069,0,1,0,0,0,1,2,3,0,0,20,2,0,0,0,0,0,0
Christian Fuchs,3754045,2,27,92,1,73,0,0,0,2,2,0,0.04056533,0,0,0,0,0,3,8,5,0,0,22,0,0,0,0,0,0,0
Marc Albrighton,3754045,2,27,92,1,35,0,0,0,2,0,0,0.278686164,0,2,1,0,0,2,1,1,0,0,22,1,1,0,0,0,0,0
N''Golo Kanté,3754045,2,27,93,1,32,0,0,0,1,0,0,0.02481615,0,2,0,0,0,3,3,6,0,0,19,1,0,0,0,0,0,0
Wes Morgan,3754045,2,27,77,1,11,0,0,0,0,0,0,0.0,0,0,0,0,0,2,8,2,0,0,7,0,0,0,0,0,0,0
Fernando Luiz Rosa,3754045,2,27,93,1,54,0,0,0,1,0,0,0.06411199,0,0,0,0,0,10,1,4,0,0,25,0,0,0,0,0,0,0
Nicolás Hernán Otamendi,3754045,2,27,92,1,41,0,0,0,2,1,0,0.115828524,0,1,1,0,0,3,23,0,0,0,12,1,1,0,0,0,0,0
Bacary Sagna,3754045,2,27,92,1,81,0,0,0,1,0,0,0.06890606,0,2,1,0,0,4,15,3,0,0,6,2,2,0,0,0,0,0
Sergio Leonel Agüero del Castillo,3754045,2,27,63,1,13,0,0,0,5,0,0,0.6801479905000001,0,1,1,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0
David Josué Jiménez Silva,3754045,2,27,73,1,49,0,0,0,0,0,0,0.0,0,3,2,0,0,2,0,1,0,0,15,1,2,0,0,0,0,0
Gnégnéri Yaya Touré,3754045,2,27,93,1,69,0,0,0,2,0,0,0.0870562139999999,0,2,0,0,0,2,6,2,0,0,15,0,2,0,0,0,0,0
Eliaquim Mangala,3754045,2,27,93,1,36,0,0,0,0,0,0,0.0,0,1,0,0,0,1,9,2,0,0,10,2,0,0,0,0,0,0
Aleksandar Kolarov,3754045,2,27,92,1,59,0,0,0,2,0,0,0.031536912,0,1,1,0,0,0,4,1,0,0,3,1,2,0,0,0,0,0
Kevin De Bruyne,3754045,2,27,93,1,65,0,0,0,1,1,0,0.12844042,0,5,3,0,0,3,0,3,0,0,22,0,0,0,0,0,0,0
Gökhan İnler,3754045,2,27,66,1,33,0,0,0,0,0,0,0.0,0,0,0,0,0,1,7,3,0,0,22,3,2,0,0,0,0,0
Riyad Mahrez,3754045,2,27,93,1,30,0,0,0,1,0,0,0.022662567,0,5,3,0,0,2,1,2,0,0,21,0,1,0,0,0,0,0
Robert Huth,3754045,2,27,92,1,22,0,0,0,1,0,0,0.06140117,0,0,0,0,0,1,14,4,0,0,11,0,1,0,0,0,0,0
Kasper Schmeichel,3754045,2,27,86,1,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Simpson,3754045,2,27,93,1,21,0,0,0,0,0,0,0.0,0,1,1,0,0,4,9,6,0,0,7,1,0,0,0,0,0,0
Raheem Sterling,3754045,2,27,88,1,28,0,0,0,4,3,0,0.3121502109999999,0,0,0,0,0,3,0,1,0,0,13,1,2,0,0,0,0,0
Joe Hart,3754045,2,27,90,1,26,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Leonardo Ulloa,3754045,2,27,93,1,8,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Wilfried Guemiand Bony,3754045,2,27,92,1,10,0,0,0,2,0,0,0.20741768,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Jesús Navas González,3754045,2,27,91,1,16,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Andrew Philip King,3754045,2,27,92,1,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0
Kelechi Promise Iheanacho,3754045,2,27,92,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Ritchie De Laet,3754045,2,27,92,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yannick Bolasie Yala,3754048,2,27,65,1,25,0,0,0,2,1,0,0.049020121,0,1,1,0,0,4,2,0,0,0,11,1,1,0,0,0,0,0
Dwight Gayle,3754048,2,27,45,1,10,0,0,0,3,1,0,0.5969857540000001,0,0,0,0,0,0,1,0,0,0,15,0,1,0,0,0,0,0
Damien Delaney,3754048,2,27,92,1,52,0,0,0,0,0,0,0.0,0,0,0,0,0,5,2,1,0,0,9,0,0,0,0,0,0,0
Ross Barkley,3754048,2,27,85,1,62,0,0,0,2,0,0,0.09050959,0,5,4,0,0,1,1,0,0,0,9,1,2,0,0,0,0,0
Mile Jedinak,3754048,2,27,93,1,70,0,0,0,1,0,0,0.026815025,0,0,0,0,0,10,1,0,0,0,22,3,0,0,0,0,0,0
Jason Puncheon,3754048,2,27,93,1,96,0,0,0,4,3,0,0.515050128,0,7,5,0,0,2,1,0,0,0,16,1,1,0,0,0,0,0
Pape N''Diaye Souaré,3754048,2,27,92,1,79,0,0,0,0,0,0,0.0,0,1,0,0,0,2,3,2,0,0,8,0,0,0,0,0,0,0
Yohan Cabaye,3754048,2,27,90,1,67,0,0,0,3,1,0,0.086350424,0,0,0,0,0,5,0,0,0,0,25,3,4,0,0,0,0,0
Scott Dann,3754048,2,27,94,1,43,0,0,0,0,0,0,0.0,0,0,0,0,0,3,7,1,0,0,6,0,0,0,0,0,0,0
José Ramiro Funes Mori,3754048,2,27,93,1,39,0,0,0,1,1,0,0.022452798,0,0,0,0,0,7,13,0,0,0,6,0,0,0,0,0,0,0
Séamus Coleman,3754048,2,27,92,1,41,0,0,0,3,2,0,0.1373656624999999,0,2,0,0,0,2,5,1,0,0,8,2,0,0,0,0,0,0
Gareth Barry,3754048,2,27,92,1,64,0,0,0,0,0,0,0.0,0,2,1,0,0,6,5,1,0,0,17,2,2,0,0,0,0,0
Arouna Koné,3754048,2,27,53,1,22,0,0,0,1,0,0,0.040764287,0,4,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
Joel Robles Blázquez,3754048,2,27,94,1,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Hennessey,3754048,2,27,91,1,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Stones,3754048,2,27,89,1,31,0,0,0,1,1,0,0.06542914,0,0,0,0,0,1,5,4,0,0,10,0,0,0,0,0,0,0
Leighton Baines,3754048,2,27,93,1,52,0,0,0,0,0,0,0.0,0,2,0,0,0,5,3,1,0,0,10,0,0,0,0,0,0,0
Aaron Lennon,3754048,2,27,68,1,16,0,0,0,0,0,0,0.0,0,1,1,0,0,2,2,0,0,0,9,1,2,0,0,0,0,0
Romelu Lukaku Menama,3754048,2,27,92,1,27,0,0,0,1,1,0,0.23562095,0,1,1,0,0,1,0,1,0,0,6,0,2,0,0,0,0,0
Wilfried Zaha,3754048,2,27,76,1,25,0,0,0,1,0,0,0.05198895,0,3,3,0,0,3,0,1,0,0,23,0,3,0,0,0,0,0
James McCarthy,3754048,2,27,51,1,25,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,2,0,0,10,4,1,0,0,0,0,0
Joel Ward,3754048,2,27,93,1,47,0,0,0,2,1,0,0.102107193,0,1,1,0,0,2,2,1,0,0,16,1,0,0,0,0,0,0
Connor Wickham,3754048,2,27,93,1,6,0,0,0,2,0,0,0.4985843249999999,0,1,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0
Muhamed Bešić,3754048,2,27,91,1,15,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,2,0,0,7,0,0,0,0,0,0,0
Emmanuel Adebayor,3754048,2,27,93,1,29,0,0,0,2,0,0,0.7385250000000001,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
Bryan Oviedo,3754048,2,27,93,1,10,0,0,0,0,0,0,0.0,0,1,0,0,0,2,2,1,0,0,5,0,1,0,0,0,0,0
Bakary Sako,3754048,2,27,92,1,11,0,0,0,0,0,0,0.0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0
Kevin Mirallas,3754048,2,27,93,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Jonathan Howson,3754049,2,27,93,1,45,0,0,0,0,0,0,0.0,0,2,1,0,0,6,2,2,0,0,38,3,0,0,0,0,0,0
Nathan Redmond,3754049,2,27,94,1,36,0,0,0,2,1,0,0.033893191,0,2,2,0,0,1,0,1,0,0,32,1,1,0,0,0,0,0
Alexander Banor Tettey,3754049,2,27,93,1,45,0,0,0,1,0,0,0.0074018682,0,0,0,0,0,1,4,5,0,0,30,2,0,0,0,0,0,0
Kasper Schmeichel,3754049,2,27,94,1,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Huth,3754049,2,27,92,1,26,0,0,0,2,0,0,0.080259215,0,0,0,0,0,6,7,1,0,0,7,0,1,0,0,0,0,0
Ivo Daniel Ferreira Mendonca Pinto,3754049,2,27,90,1,58,0,0,0,0,0,0,0.0,0,0,0,0,0,3,1,4,0,0,19,1,2,0,0,0,0,0
Cameron Jerome,3754049,2,27,91,1,32,0,0,0,3,0,0,0.392440897,0,1,1,0,0,1,1,3,0,0,24,0,1,0,0,0,0,0
Christian Fuchs,3754049,2,27,87,1,56,0,0,0,1,0,0,0.018802254,0,0,0,0,0,9,1,3,0,0,15,1,0,0,0,0,0,0
Danny Drinkwater,3754049,2,27,94,1,77,0,0,0,0,0,0,0.0,0,2,2,0,0,4,0,1,0,0,17,1,0,0,0,0,0,0
Shinji Okazaki,3754049,2,27,68,1,31,0,0,0,1,0,0,0.19259411,0,1,0,0,0,1,0,5,0,0,21,0,2,0,0,0,0,0
Russell Martin,3754049,2,27,94,1,31,0,0,0,0,0,0,0.0,0,0,0,0,0,2,5,3,0,0,2,0,1,0,0,0,0,0
Daniel Amartey,3754049,2,27,77,1,52,0,0,0,0,0,0,0.0,0,1,0,0,0,2,2,1,0,0,8,0,0,0,0,0,0,0
Riyad Mahrez,3754049,2,27,94,1,39,0,0,0,2,0,0,0.0995811899999999,0,7,5,0,0,0,0,3,0,0,17,1,5,0,0,0,0,0
Wes Morgan,3754049,2,27,94,1,26,0,0,0,0,0,0,0.0,0,0,0,0,0,2,6,2,0,0,10,2,1,0,0,0,0,0
N''Golo Kanté,3754049,2,27,69,1,45,0,0,0,0,0,0,0.0,0,2,2,0,0,2,2,5,0,0,20,1,0,0,0,0,0,0
Steven Naismith,3754049,2,27,81,1,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,23,2,0,0,0,0,0,0
Ryan Bennett,3754049,2,27,92,1,33,0,0,0,1,0,0,0.115912385,0,0,0,0,0,2,0,3,0,0,11,2,1,0,0,0,0,0
Jamie Vardy,3754049,2,27,94,1,20,0,0,0,3,1,0,0.592328767,0,1,1,0,0,0,0,2,0,0,12,1,1,0,0,0,0,0
John Ruddy,3754049,2,27,94,1,23,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Albrighton,3754049,2,27,94,1,51,0,0,0,4,1,0,0.174904568,0,1,1,0,0,2,0,2,0,0,20,1,1,0,0,0,0,0
Robert Brady,3754049,2,27,94,1,51,0,0,0,1,0,0,0.029767418,0,2,2,0,0,0,3,3,0,0,16,2,1,0,0,0,0,0
Timm Klose,3754049,2,27,91,1,30,0,0,0,0,0,0,0.0,0,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0
Jeffrey Schlupp,3754049,2,27,88,1,10,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Andrew Philip King,3754049,2,27,94,1,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
José Leonardo Ulloa,3754049,2,27,93,1,10,0,0,1,1,1,1,0.8401158,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Matt Jarvis,3754049,2,27,94,1,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Dieumerci Mbokani Bezua,3754049,2,27,92,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Patrick Bamford,3754049,2,27,94,1,0,0,0,0,1,0,0,0.058616545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yann Gérard M''Vila,3754050,2,27,93,1,65,0,0,0,2,0,0,0.045368433,0,0,0,0,0,1,2,2,0,0,11,1,2,0,0,0,0,0
Jermain Defoe,3754050,2,27,93,1,16,0,1,0,3,2,0,0.246182996,0,2,1,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0
Martin Kelly,3754050,2,27,90,1,31,0,0,0,0,0,0,0.0,0,0,0,0,0,4,3,3,0,0,11,0,0,0,0,0,0,0
Jan Kirchhoff,3754050,2,27,63,1,42,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,1,0,0,17,1,2,0,0,0,0,0
DeAndre Yedlin,3754050,2,27,93,1,53,0,1,0,0,0,0,0.0,0,3,2,0,0,1,0,5,0,0,23,2,2,0,0,0,0,0
Wahbi Khazri,3754050,2,27,91,1,49,0,0,0,1,0,0,0.04054051,0,4,3,0,0,2,0,0,0,0,24,0,2,0,0,0,0,0
Dame N''Doye,3754050,2,27,94,1,36,0,0,1,5,2,1,0.15188838,0,2,0,0,0,0,3,1,0,0,23,6,3,0,0,0,0,0
Jordon Mutch,3754050,2,27,91,1,34,0,0,0,2,0,0,0.0833334942,0,0,0,0,0,3,1,2,0,0,30,2,0,0,0,0,0,0
Joel Ward,3754050,2,27,93,1,37,0,0,0,0,0,0,0.0,0,1,1,0,0,5,4,3,0,0,16,2,1,0,0,0,0,0
Connor Wickham,3754050,2,27,83,1,26,0,0,2,3,2,2,0.472291655,0,2,1,0,0,0,0,0,0,0,19,2,1,0,0,0,0,0
Jack Rodwell,3754050,2,27,92,1,40,0,0,0,3,1,0,0.129909184,0,2,1,0,0,1,1,1,0,0,20,2,0,0,0,0,0,0
Wayne Hennessey,3754050,2,27,89,1,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John O''Shea,3754050,2,27,27,1,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0
Yohan Cabaye,3754050,2,27,72,1,23,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,3,0,0,24,1,0,0,0,0,0,0
Lamine Koné,3754050,2,27,93,1,42,0,0,0,0,0,0,0.0,0,0,0,0,0,3,3,1,0,0,11,0,1,0,0,0,0,0
Patrick van Aanholt,3754050,2,27,93,1,44,0,0,0,2,0,0,0.062359546,0,1,0,0,0,0,2,2,0,0,19,0,1,0,0,0,0,0
Mile Jedinak,3754050,2,27,93,1,46,0,0,0,0,0,0,0.0,0,0,0,0,0,2,3,1,0,0,14,1,2,0,0,0,0,0
Scott Dann,3754050,2,27,93,1,25,0,0,0,2,1,0,0.14826602,0,0,0,0,0,3,4,1,0,0,2,2,0,0,0,0,0,0
Vito Mannone,3754050,2,27,91,1,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Yannick Bolasie Yala,3754050,2,27,76,1,17,0,1,0,2,1,0,0.131156921,0,3,0,0,0,1,0,0,0,0,8,2,0,0,0,0,0,0
Damien Delaney,3754050,2,27,86,1,22,0,0,0,1,1,0,0.0776138,0,0,0,0,0,2,4,4,0,0,5,0,1,0,0,0,0,0
